Unnamed: 0,image size,condition,elapsed time (mm:ss),donor,signal_threshold,avg. direction,mode direction,std. deviation,abs. deviation,replicate
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i2z090c1-2.tif,"(1920, 1920)",2h,0:03,21,3,81.83,172,32.236,23.695,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i2z100c1-2.tif,"(1920, 1920)",2h,0:02,21,3,97.352,172,33.908,25.081,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i2z110c1-2.tif,"(1920, 1920)",2h,0:02,21,3,96.513,172,33.177,24.304,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i1z010c1-2.tif,"(1920, 1920)",2h,0:02,21,3,93.751,168,41.333,32.636,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i1z020c1-2.tif,"(1920, 1920)",2h,0:02,21,3,93.855,168,41.532,32.945,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i1z030c1-2.tif,"(1920, 1920)",2h,0:02,21,3,96.675,168,41.302,32.738,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i1z040c1-2.tif,"(1920, 1920)",2h,0:03,21,3,98.597,168,40.25,31.611,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i1z050c1-2.tif,"(1920, 1920)",2h,0:02,21,3,97.806,168,39.085,30.496,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i1z060c1-2.tif,"(1920, 1920)",2h,0:02,21,3,98.438,172,37.436,28.427,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i1z070c1-2.tif,"(1920, 1920)",2h,0:02,21,3,96.27,172,35.899,26.789,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i1z080c1-2.tif,"(1920, 1920)",2h,0:02,21,3,95.801,172,34.774,25.878,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i1z090c1-2.tif,"(1920, 1920)",2h,0:02,21,3,94.85,172,36.704,27.895,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i1z100c1-2.tif,"(1920, 1920)",2h,0:02,21,3,91.926,168,37.818,29.29,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i1z110c1-2.tif,"(1920, 1920)",2h,0:02,21,3,86.796,8,39.266,30.97,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i1z120c1-2.tif,"(1920, 1920)",2h,0:02,21,3,95.747,172,36.393,27.676,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i2z010c1-2.tif,"(1920, 1920)",2h,0:02,21,3,91.832,168,40.499,31.866,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i2z020c1-2.tif,"(1920, 1920)",2h,0:02,21,3,95.526,172,38.087,29.045,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i2z030c1-2.tif,"(1920, 1920)",2h,0:03,21,3,103.129,172,37.754,28.552,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i2z040c1-2.tif,"(1920, 1920)",2h,0:02,21,3,104.379,168,37.733,28.72,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i2z050c1-2.tif,"(1920, 1920)",2h,0:02,21,3,101.499,172,36.72,27.664,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i2z060c1-2.tif,"(1920, 1920)",2h,0:02,21,3,101.796,172,34.576,25.305,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i2z070c1-2.tif,"(1920, 1920)",2h,0:02,21,3,98.447,172,35.099,25.998,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i2z080c1-2.tif,"(1920, 1920)",2h,0:02,21,3,103.911,172,33.042,24.023,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i2z090c1-2.tif,"(1920, 1920)",2h,0:03,21,3,97.868,172,35.382,26.405,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i2z100c1-2.tif,"(1920, 1920)",2h,0:03,21,3,89.366,172,34.527,25.803,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i2z110c1-2.tif,"(1920, 1920)",2h,0:03,21,3,89.18,172,35.45,26.9,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_4-Image Export-28_i2z120c1-2.tif,"(1920, 1920)",2h,0:03,21,3,94.632,172,36.274,27.478,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i1z010c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,52.117,24,37.134,28.206,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i1z020c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,50.007,24,35.938,26.985,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i1z030c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,50.78,32,36.197,27.224,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i1z040c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,48.569,32,34.276,25.355,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i1z050c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,48.437,32,33.412,24.297,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i1z060c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,51.801,32,35.296,26.345,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i1z070c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,53.982,36,36.41,27.698,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i1z080c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,53.977,36,35.978,27.182,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i1z090c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,54.418,36,35.639,26.767,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i1z100c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,59.388,36,38.204,29.678,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i2z010c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,52.853,28,37.556,28.61,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i2z020c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,53.055,32,37.275,28.393,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i2z030c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,52.653,32,36.939,28.004,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i2z040c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,49.836,32,34.399,25.302,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i2z050c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,51.037,36,34.688,25.71,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i2z060c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,51.3,32,34.947,25.981,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i2z070c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,54.281,36,35.912,27.063,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i2z080c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,54.335,36,35.582,26.802,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i2z090c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,54.093,36,35.19,26.513,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1-Image Export-32_i2z100c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,58.994,52,37.36,28.939,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z030c1-2.tif,"(1920, 1920)",CTR,0:02,21,2.25,93.587,168,37.066,28.732,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z040c1-2.tif,"(1920, 1920)",CTR,0:03,21,2.25,83.703,8,36.56,28.344,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z050c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,69.77,8,36.286,27.874,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z060c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,61.469,8,36.005,27.605,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z070c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,56.935,12,35.753,27.054,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z080c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,53.228,12,35.322,26.421,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z090c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,48.71,12,34.338,25.434,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z100c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,52.733,16,36.145,27.292,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z110c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,45.981,16,33.914,24.979,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z120c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,46.644,24,35,25.999,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z130c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,45.313,24,34.238,25.055,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z140c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,43.809,24,33.186,23.929,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z150c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,45.679,24,33.775,24.661,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z160c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,43.819,24,32.33,23.058,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i1z170c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,45.576,32,33.056,24.079,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i2z050c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,73.177,8,39.502,31.238,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i2z060c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,66.931,8,39.838,31.315,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i2z070c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,59.455,12,38.392,29.654,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i2z080c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,61.356,24,40.35,31.742,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i2z090c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,54.324,16,37.66,28.631,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i2z100c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,49.026,16,35.324,26.24,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i2z110c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,52.228,24,37.509,28.439,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i2z120c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,47.546,24,35.522,26.316,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i2z130c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,49.948,24,36.404,27.254,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i2z140c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,46.513,24,34.764,25.374,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i2z150c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,48.805,24,35.7,26.379,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i2z160c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,46.453,24,34.078,24.669,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_2-Image Export-30_i2z170c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,50.935,24,36.395,27.291,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i1z010c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,48.914,12,35.498,26.543,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i1z020c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,51.381,16,36.757,27.688,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i1z030c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,51.065,24,37.196,28.028,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i1z040c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,46.986,24,35.125,25.935,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i1z050c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,45.777,24,34.102,24.925,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i1z060c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,43.218,24,32.303,23.283,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i1z070c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,43.475,24,32.149,23.197,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i1z080c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,44.079,24,32.451,23.403,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i1z090c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,46.563,24,33.829,24.75,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i1z100c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,45.85,32,32.56,23.47,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i1z110c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,48.057,32,33.737,24.515,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i1z120c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,48.214,32,33.756,24.713,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i1z130c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,51.404,36,34.617,25.344,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i2z010c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,60.837,24,41.251,32.49,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i2z020c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,54.768,24,38.884,29.857,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i2z030c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,51.712,24,37.666,28.353,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i2z040c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,48.946,24,36.069,26.949,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i2z050c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,47.252,24,35.351,25.927,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i2z060c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,45.656,24,34.233,25.007,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i2z070c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,45.581,24,33.84,24.575,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i2z080c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,45.404,24,33.309,24.131,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i2z090c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,44.406,24,32.315,23.165,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i2z100c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,45.017,32,31.752,22.605,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i2z110c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,47.655,32,33.044,23.667,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i2z120c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,51.316,32,35.28,26.2,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R1_3-Image Export-31_i2z130c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,50.91,36,34.481,25.294,fkt21__R1
20241115 bMyoB fkt21 P3_ctr R2-Image Export-35_i1z10c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,57.549,20,39.89,31.16,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2-Image Export-35_i1z20c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,55.907,16,39.597,30.804,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2-Image Export-35_i1z30c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,60.544,20,41.241,32.601,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2-Image Export-35_i1z40c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,61.525,20,41.709,33.002,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2-Image Export-35_i1z50c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,54.83,20,38.831,29.826,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2-Image Export-35_i1z60c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,51.991,24,37.205,28.205,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2-Image Export-35_i1z70c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,55.712,28,38.641,29.827,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2-Image Export-35_i2z10c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,59.085,32,40.148,31.723,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2-Image Export-35_i2z20c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,59.998,32,40.646,32.111,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2-Image Export-35_i2z30c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,56.81,24,39.103,30.347,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2-Image Export-35_i2z40c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,58.971,24,40.198,31.478,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2-Image Export-35_i2z50c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,56.3,24,38.977,30.228,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2-Image Export-35_i2z60c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,53.885,20,37.919,29.258,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2-Image Export-35_i2z70c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,51.063,32,36.169,27.54,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z010c1-2.tif,"(1920, 1920)",CTR,0:02,21,1.265625,66.773,24,43.274,34.958,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z020c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,65.588,24,42.652,34.288,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z030c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,63.27,12,41.613,33.117,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z040c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,65.722,12,41.44,32.9,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z050c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,59.593,20,39.971,31.346,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z060c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,58.182,16,39.012,30.273,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z070c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,52.7,16,37.396,28.337,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z080c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,51.177,16,36.568,27.734,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z090c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,52.722,20,37.24,28.36,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z100c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,54.271,20,38.385,29.461,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z110c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,55.153,24,38.435,29.741,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z120c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,56.956,20,39.628,30.838,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z130c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,56.885,24,39.39,30.571,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z140c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,59.765,24,40.648,32.021,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z150c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,60.181,24,40.687,31.916,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z160c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,62.253,24,41.613,32.94,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i1z170c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,61.747,32,41.52,32.662,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z020c1-2.tif,"(1920, 1920)",CTR,0:02,21,1.265625,69.733,16,44.617,36.557,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z030c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,66.602,12,42.997,34.792,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z040c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,64.34,12,41.24,32.889,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z050c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,62.798,12,41.357,33.181,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z060c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,57.734,12,38.984,30.439,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z070c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,53.135,16,37.253,28.467,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z080c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,50.98,12,36.478,27.881,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z090c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,49.554,20,35.926,27.032,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z100c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,52.992,20,37.551,28.782,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z110c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,54.769,20,38.478,29.765,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z120c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,52.569,20,37.658,28.873,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z130c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,57.527,24,39.784,31.141,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z140c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,62.266,24,42.094,33.476,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z150c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,60.766,24,41.398,32.701,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z160c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,62.042,20,41.983,33.396,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_2-Image Export-33_i2z170c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,62.468,32,41.849,33.145,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z020c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,85.339,168,40.742,32.267,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z030c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,85.52,168,41.546,33.186,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z040c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,79.077,8,38.86,30.607,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z050c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,75.1,8,39.862,31.306,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z060c1-2.tif,"(1920, 1920)",CTR,0:03,21,3,70.241,8,39.584,30.936,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z070c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,68.404,8,38.603,30.115,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z080c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,65.13,8,37.838,29.341,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z090c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,57.033,12,36.173,27.446,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z100c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,57.881,12,37.013,28.249,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z110c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,54.1,12,36.273,27.652,fkt21__R2
20241115 bMyoB fkt21 P3_ctr R2_3-Image Export-34_i1z120c1-2.tif,"(1920, 1920)",CTR,0:02,21,3,55.851,24,37.919,29.231,fkt21__R2
