Unnamed: 0,image size,condition,elapsed time (mm:ss),donor,signal_threshold,avg. direction,mode direction,std. deviation,abs. deviation,replicate
20241115 bMyoB fkt21 P3_1_5'0_5' R1_2-Image Export-15_i2z090c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,101.954,168,41.371,32.944,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_2-Image Export-15_i2z100c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,101.884,168,41.835,33.436,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_2-Image Export-15_i2z110c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,97.766,168,42.679,34.559,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_2-Image Export-15_i2z120c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,96.568,168,43.736,35.861,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_2-Image Export-15_i2z130c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,98.569,168,41.353,33.138,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_2-Image Export-15_i2z140c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,96.352,168,42.343,34.425,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_2-Image Export-15_i2z150c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,97.502,168,41.525,33.472,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_2-Image Export-15_i2z160c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,98.136,168,41.207,33.093,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_2-Image Export-15_i2z170c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,97.135,164,41.982,34.012,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i1z010c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,88.668,168,43.105,34.695,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i1z030c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,96.783,168,41.414,32.562,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i1z040c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,93.219,168,41.923,33.092,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i1z050c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,91.313,168,41.895,33.214,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i1z060c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,94.344,168,41.029,32.126,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i1z070c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,88.831,168,42.218,33.528,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i1z080c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,86.561,168,42.608,34.093,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i1z090c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,78.89,8,41.749,33.431,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i1z100c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,80.751,168,42.903,34.422,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i1z110c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,73.961,24,43.309,35.543,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i1z120c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,65.232,24,41.029,33.019,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i2z090c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,82.914,168,43.807,35.744,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i2z100c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,84.601,168,43.296,34.857,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i2z110c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,74.282,24,43.017,35.218,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R1_3-Image Export-16_i2z120c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,71.21,24,42.924,35.041,fkt21__R1
20241115 bMyoB fkt21 P3_1_5'0_5' R2-Image Export-20_i1z10c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,2.25,52.976,12,34.263,26.037,fkt21__R2
20241115 bMyoB fkt21 P3_1_5'0_5' R2-Image Export-20_i2z10c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,1.265625,59.356,12,36.388,28.082,fkt21__R2
20241115 bMyoB fkt21 P3_1_5'0_5' R2_2-Image Export-18_i1z10c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,114.309,144,40.583,32.239,fkt21__R2
20241115 bMyoB fkt21 P3_1_5'0_5' R2_2-Image Export-18_i1z20c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,115.43,144,40.26,31.705,fkt21__R2
20241115 bMyoB fkt21 P3_1_5'0_5' R2_2-Image Export-18_i1z30c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,114.772,144,40.357,32.06,fkt21__R2
20241115 bMyoB fkt21 P3_1_5'0_5' R2_2-Image Export-18_i1z40c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,109.396,144,42.382,34.496,fkt21__R2
20241115 bMyoB fkt21 P3_1_5'0_5' R2_2-Image Export-18_i1z50c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,108.986,144,43.17,34.978,fkt21__R2
20241115 bMyoB fkt21 P3_1_5'0_5' R2_2-Image Export-18_i1z60c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,113.655,144,41.131,32.716,fkt21__R2
20241115 bMyoB fkt21 P3_1_5'0_5' R2_2-Image Export-18_i1z70c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,109.169,152,44.692,36.253,fkt21__R2
20241115 bMyoB fkt21 P3_1_5'0_5' R2_2-Image Export-18_i2z10c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,111.528,144,41.848,33.791,fkt21__R2
20241115 bMyoB fkt21 P3_1_5'0_5' R2_2-Image Export-18_i2z20c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,112.985,144,41.52,33.203,fkt21__R2
20241115 bMyoB fkt21 P3_1_5'0_5' R2_2-Image Export-18_i2z30c1-2.tif,"(1920, 1920)",90s-30s,0:02,21,3,110.376,152,42.172,34.19,fkt21__R2
20241115 bMyoB fkt21 P3_1_5'0_5' R2_3-Image Export-19_i1z20c1-2.tif,"(1920, 1920)",90s-30s,0:03,21,3,75.743,8,45.519,37.478,fkt21__R2
20241115 bMyoB fkt21 P3_2h R1-Image Export-25_i1z10c1-2.tif,"(1920, 1920)",2h,0:03,21,3,99.771,168,42.444,33.989,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1-Image Export-25_i1z20c1-2.tif,"(1920, 1920)",2h,0:03,21,3,99.081,168,43.618,35.234,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1-Image Export-25_i1z30c1-2.tif,"(1920, 1920)",2h,0:03,21,3,97.197,168,44.125,35.787,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1-Image Export-25_i1z40c1-2.tif,"(1920, 1920)",2h,0:03,21,3,92.182,168,45.969,37.981,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1-Image Export-25_i1z50c1-2.tif,"(1920, 1920)",2h,0:03,21,3,90.871,168,46.004,38.01,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1-Image Export-25_i1z60c1-2.tif,"(1920, 1920)",2h,0:03,21,3,87.036,168,45.793,37.855,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1-Image Export-25_i2z10c1-2.tif,"(1920, 1920)",2h,0:03,21,3,95.209,168,44.699,36.533,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1-Image Export-25_i2z20c1-2.tif,"(1920, 1920)",2h,0:03,21,3,93.193,168,45.582,37.425,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1-Image Export-25_i2z30c1-2.tif,"(1920, 1920)",2h,0:03,21,3,91.486,168,46.815,38.73,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1-Image Export-25_i2z40c1-2.tif,"(1920, 1920)",2h,0:03,21,3,89.634,168,48.924,41.136,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1-Image Export-25_i2z50c1-2.tif,"(1920, 1920)",2h,0:03,21,3,90.387,168,48.669,40.802,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1-Image Export-25_i2z60c1-2.tif,"(1920, 1920)",2h,0:03,21,3,86.825,168,47.707,39.95,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_2-Image Export-21_i1z30c1-2.tif,"(1920, 1920)",2h,0:03,21,3,77.925,8,45.125,37.038,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_2-Image Export-21_i1z40c1-2.tif,"(1920, 1920)",2h,0:03,21,3,77.185,12,44.249,35.899,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_2-Image Export-21_i1z50c1-2.tif,"(1920, 1920)",2h,0:03,21,3,77.709,8,43.726,35.315,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_2-Image Export-21_i1z60c1-2.tif,"(1920, 1920)",2h,0:02,21,3,81.3,8,43.109,34.576,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_2-Image Export-21_i1z70c1-2.tif,"(1920, 1920)",2h,0:02,21,3,89.661,172,42.496,33.931,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_2-Image Export-21_i2z10c1-2.tif,"(1920, 1920)",2h,0:03,21,3,78.144,8,45.799,37.731,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_2-Image Export-21_i2z20c1-2.tif,"(1920, 1920)",2h,0:03,21,3,78.062,24,47.042,39.049,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_2-Image Export-21_i2z30c1-2.tif,"(1920, 1920)",2h,0:03,21,3,78.368,24,47.241,39.233,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_2-Image Export-21_i2z40c1-2.tif,"(1920, 1920)",2h,0:03,21,3,78.022,12,45.056,36.806,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_2-Image Export-21_i2z50c1-2.tif,"(1920, 1920)",2h,0:03,21,3,79.876,8,45.254,37.047,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_2-Image Export-21_i2z60c1-2.tif,"(1920, 1920)",2h,0:02,21,3,84.057,8,44.204,35.92,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_3-Image Export-22_i1z10c1-2.tif,"(1920, 1920)",2h,0:03,21,3,76.401,8,43.88,35.604,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_3-Image Export-22_i1z20c1-2.tif,"(1920, 1920)",2h,0:03,21,3,79.071,8,43.659,35.454,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_3-Image Export-22_i1z30c1-2.tif,"(1920, 1920)",2h,0:03,21,3,75.876,8,42.09,33.618,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_3-Image Export-22_i1z40c1-2.tif,"(1920, 1920)",2h,0:03,21,3,78.045,8,42.919,34.563,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_3-Image Export-22_i1z50c1-2.tif,"(1920, 1920)",2h,0:03,21,3,85.372,8,43.285,35.003,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_3-Image Export-22_i1z60c1-2.tif,"(1920, 1920)",2h,0:03,21,3,87.667,8,42.939,34.626,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_3-Image Export-22_i1z70c1-2.tif,"(1920, 1920)",2h,0:02,21,3,78.368,8,39.366,30.436,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_3-Image Export-22_i2z10c1-2.tif,"(1920, 1920)",2h,0:03,21,3,78.46,8,44.917,36.778,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_3-Image Export-22_i2z20c1-2.tif,"(1920, 1920)",2h,0:03,21,3,77.962,12,45.029,36.8,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_3-Image Export-22_i2z30c1-2.tif,"(1920, 1920)",2h,0:03,21,3,76.93,12,44.251,35.904,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_3-Image Export-22_i2z40c1-2.tif,"(1920, 1920)",2h,0:03,21,3,82.393,8,44.91,36.805,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_3-Image Export-22_i2z50c1-2.tif,"(1920, 1920)",2h,0:03,21,3,84.095,8,43.809,35.509,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_3-Image Export-22_i2z60c1-2.tif,"(1920, 1920)",2h,0:02,21,3,88.048,172,41.806,33.079,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_4-Image Export-23_i1z10c1-2.tif,"(1920, 1920)",2h,0:03,21,3,92.077,168,45.516,37.39,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_4-Image Export-23_i1z20c1-2.tif,"(1920, 1920)",2h,0:03,21,3,90.926,168,43.72,35.35,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_4-Image Export-23_i1z30c1-2.tif,"(1920, 1920)",2h,0:02,21,3,91.602,168,44.448,36.154,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_4-Image Export-23_i1z40c1-2.tif,"(1920, 1920)",2h,0:02,21,3,92.742,172,41.875,33.232,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_4-Image Export-23_i1z50c1-2.tif,"(1920, 1920)",2h,0:02,21,3,86.617,172,41.887,33.464,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_4-Image Export-23_i2z10c1-2.tif,"(1920, 1920)",2h,0:03,21,3,93.011,168,45.286,36.974,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_4-Image Export-23_i2z20c1-2.tif,"(1920, 1920)",2h,0:02,21,3,97.591,168,41.8,32.972,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_4-Image Export-23_i2z30c1-2.tif,"(1920, 1920)",2h,0:02,21,3,88.765,168,43.837,35.585,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_4-Image Export-23_i2z40c1-2.tif,"(1920, 1920)",2h,0:02,21,3,87.784,168,42.531,34.266,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_4-Image Export-23_i2z50c1-2.tif,"(1920, 1920)",2h,0:02,21,3,88.651,168,41.985,33.595,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_5-Image Export-24_i1z10c1-2.tif,"(1920, 1920)",2h,0:03,21,3,74.373,8,42.043,33.476,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_5-Image Export-24_i1z20c1-2.tif,"(1920, 1920)",2h,0:02,21,3,73.604,12,42.824,34.358,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_5-Image Export-24_i1z30c1-2.tif,"(1920, 1920)",2h,0:02,21,3,72.871,8,41.042,32.515,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_5-Image Export-24_i1z40c1-2.tif,"(1920, 1920)",2h,0:03,21,3,71.148,12,42.577,34.228,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_5-Image Export-24_i1z50c1-2.tif,"(1920, 1920)",2h,0:03,21,3,68.806,12,42.363,33.887,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_5-Image Export-24_i1z60c1-2.tif,"(1920, 1920)",2h,0:03,21,3,72.639,12,43.322,35.02,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_5-Image Export-24_i2z10c1-2.tif,"(1920, 1920)",2h,0:02,21,3,80.68,8,45.867,37.816,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_5-Image Export-24_i2z20c1-2.tif,"(1920, 1920)",2h,0:02,21,3,79.028,8,44.692,36.496,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_5-Image Export-24_i2z30c1-2.tif,"(1920, 1920)",2h,0:03,21,3,77.901,8,44.99,36.909,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_5-Image Export-24_i2z40c1-2.tif,"(1920, 1920)",2h,0:03,21,3,74.452,12,44.439,36.293,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_5-Image Export-24_i2z50c1-2.tif,"(1920, 1920)",2h,0:03,21,3,75.041,12,44.894,36.749,fkt21__R1
20241115 bMyoB fkt21 P3_2h R1_5-Image Export-24_i2z60c1-2.tif,"(1920, 1920)",2h,0:02,21,3,77.26,12,46.142,38.096,fkt21__R1
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i1z010c1-2.tif,"(1920, 1920)",2h,0:02,21,3,90.487,172,39.897,31.126,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i1z020c1-2.tif,"(1920, 1920)",2h,0:02,21,3,94.12,168,41.279,32.627,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i1z030c1-2.tif,"(1920, 1920)",2h,0:03,21,3,95.163,168,41.462,32.865,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i1z040c1-2.tif,"(1920, 1920)",2h,0:03,21,3,101.408,172,39.141,30.262,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i1z050c1-2.tif,"(1920, 1920)",2h,0:03,21,3,95.529,168,39.557,30.873,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i1z060c1-2.tif,"(1920, 1920)",2h,0:03,21,3,102.59,172,35.553,26.341,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i1z070c1-2.tif,"(1920, 1920)",2h,0:02,21,3,96.644,172,34.466,25.431,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i1z080c1-2.tif,"(1920, 1920)",2h,0:02,21,3,96.516,168,39.132,30.503,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i1z090c1-2.tif,"(1920, 1920)",2h,0:02,21,3,96.271,168,37.478,28.89,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i1z100c1-2.tif,"(1920, 1920)",2h,0:02,21,3,89.609,8,38.161,29.849,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i1z110c1-2.tif,"(1920, 1920)",2h,0:03,21,3,87.146,8,40.144,31.837,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i2z010c1-2.tif,"(1920, 1920)",2h,0:02,21,3,96.874,172,38.425,29.246,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i2z020c1-2.tif,"(1920, 1920)",2h,0:02,21,3,97.271,168,39.628,30.686,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i2z030c1-2.tif,"(1920, 1920)",2h,0:02,21,3,98.769,172,39.081,30.045,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i2z040c1-2.tif,"(1920, 1920)",2h,0:02,21,3,102.108,172,38.108,29.03,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i2z050c1-2.tif,"(1920, 1920)",2h,0:02,21,3,99.258,172,37.783,28.791,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i2z060c1-2.tif,"(1920, 1920)",2h,0:02,21,3,107.864,172,33.541,24.133,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i2z070c1-2.tif,"(1920, 1920)",2h,0:02,21,3,99.402,172,33.518,24.4,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i2z080c1-2.tif,"(1920, 1920)",2h,0:02,21,3,95.515,172,35.06,26.185,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i2z090c1-2.tif,"(1920, 1920)",2h,0:02,21,3,92.027,172,34.906,26.082,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i2z100c1-2.tif,"(1920, 1920)",2h,0:02,21,3,87.461,172,35.575,26.9,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2-Image Export-29_i2z110c1-2.tif,"(1920, 1920)",2h,0:02,21,3,86.692,168,37.92,29.623,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i1z040c1-2.tif,"(1920, 1920)",2h,0:02,21,3,76.495,8,41.129,32.469,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i1z050c1-2.tif,"(1920, 1920)",2h,0:03,21,3,79.823,8,40.599,31.988,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i1z060c1-2.tif,"(1920, 1920)",2h,0:02,21,3,77.67,8,38.374,29.724,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i1z070c1-2.tif,"(1920, 1920)",2h,0:02,21,3,77.924,8,38.675,30.036,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i1z080c1-2.tif,"(1920, 1920)",2h,0:02,21,3,78.127,8,38.335,29.713,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i1z090c1-2.tif,"(1920, 1920)",2h,0:02,21,3,77.342,8,35.872,27.138,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i1z100c1-2.tif,"(1920, 1920)",2h,0:03,21,3,84.078,8,36.389,27.958,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i1z110c1-2.tif,"(1920, 1920)",2h,0:03,21,3,93.867,172,36.12,27.427,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i1z120c1-2.tif,"(1920, 1920)",2h,0:02,21,3,93.207,172,36.374,27.69,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i1z130c1-2.tif,"(1920, 1920)",2h,0:02,21,2.25,99.915,168,36.111,27.414,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i2z020c1-2.tif,"(1920, 1920)",2h,0:02,21,3,82.939,8,40.85,32.31,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i2z030c1-2.tif,"(1920, 1920)",2h,0:02,21,3,82.071,8,41.433,32.918,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i2z040c1-2.tif,"(1920, 1920)",2h,0:02,21,3,78.512,8,40.708,32.103,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i2z050c1-2.tif,"(1920, 1920)",2h,0:03,21,3,79.353,8,39.496,30.716,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i2z060c1-2.tif,"(1920, 1920)",2h,0:03,21,3,79.936,8,37.585,28.851,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i2z070c1-2.tif,"(1920, 1920)",2h,0:03,21,3,75.874,8,36.443,27.655,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i2z080c1-2.tif,"(1920, 1920)",2h,0:03,21,3,74.969,8,36.716,27.814,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i2z090c1-2.tif,"(1920, 1920)",2h,0:03,21,3,63.473,8,32.397,23.481,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i2z100c1-2.tif,"(1920, 1920)",2h,0:02,21,3,78.604,8,33.122,24.562,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i2z110c1-2.tif,"(1920, 1920)",2h,0:03,21,3,93.383,172,34.119,25.312,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i2z120c1-2.tif,"(1920, 1920)",2h,0:02,21,3,97.853,172,34.37,25.436,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_2-Image Export-26_i2z130c1-2.tif,"(1920, 1920)",2h,0:02,21,2.25,101.56,168,35.137,26.417,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i1z010c1-2.tif,"(1920, 1920)",2h,0:02,21,2.25,85.137,8,43.661,35.484,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i1z020c1-2.tif,"(1920, 1920)",2h,0:02,21,3,80.057,8,41.615,33.083,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i1z030c1-2.tif,"(1920, 1920)",2h,0:02,21,3,82.917,8,41.493,33.051,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i1z040c1-2.tif,"(1920, 1920)",2h,0:02,21,3,78.138,8,39.926,31.211,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i1z050c1-2.tif,"(1920, 1920)",2h,0:02,21,3,76.784,8,37.87,29.137,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i1z060c1-2.tif,"(1920, 1920)",2h,0:02,21,3,80.82,8,39.365,30.782,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i1z070c1-2.tif,"(1920, 1920)",2h,0:02,21,3,78.904,8,36.98,28.324,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i1z080c1-2.tif,"(1920, 1920)",2h,0:02,21,3,81.168,8,35.713,27.14,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i1z090c1-2.tif,"(1920, 1920)",2h,0:02,21,3,89.76,172,35.364,26.658,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i1z100c1-2.tif,"(1920, 1920)",2h,0:02,21,3,93.61,172,36.172,27.428,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i1z110c1-2.tif,"(1920, 1920)",2h,0:02,21,3,95.628,172,36.81,27.927,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i2z010c1-2.tif,"(1920, 1920)",2h,0:02,21,1.6875,87.07,8,41.906,33.468,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i2z020c1-2.tif,"(1920, 1920)",2h,0:02,21,3,85.491,8,41.404,32.894,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i2z030c1-2.tif,"(1920, 1920)",2h,0:02,21,3,81.489,8,39.76,31.187,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i2z040c1-2.tif,"(1920, 1920)",2h,0:02,21,3,79.56,8,39.479,30.66,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i2z050c1-2.tif,"(1920, 1920)",2h,0:04,21,3,78.722,8,37.053,28.297,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i2z060c1-2.tif,"(1920, 1920)",2h,0:03,21,3,80.452,8,35.901,27.311,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i2z070c1-2.tif,"(1920, 1920)",2h,0:02,21,3,77.951,8,34.692,25.997,fkt21__R2
20241115 bMyoB fkt21 P3_2h R2_3-Image Export-27_i2z080c1-2.tif,"(1920, 1920)",2h,0:03,21,3,85.226,172,31.517,22.729,fkt21__R2
